location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,ceiling_height,district,street,underground
Ивантеевка,5,9,2,104.2,150958800.0,2023,Новостройка / Апартаменты,-1,Подземная,Монолитный,-1,"Без отделки, чистовая с мебелью",-1,28 м²,-1,Тверской,1-я Тверская-Ямская ,Маяковская
Ивантеевка,2,20,2,46.3,18983000.0,2026,Новостройка,1 лоджия,-1,Монолитный,-1,"Предчистовая, чистовая","28,4 м²","4,8 м²",-1,,,
Ивантеевка,9,12,2,88.0,59350000.0,-1,Вторичка / Апартаменты,-1,-1,-1,-1,-1,-1,10 м²,-1,Тверской,2-я Брестская ,Маяковская
Ивантеевка,5,17,2,60.0,18550000.0,1990,Вторичка,1 балкон,Наземная,-1,-1,-1,-1,10 м²,"2,8 м",Марьино,Новочеркасский бульвар,Марьино
Ивантеевка,2,10,2,33.0,31491900.0,2025,Новостройка / Апартаменты,-1,-1,-1,-1,Без отделки,"25,7 м²",-1,-1,Адлерский,Адлер жилрайон,
Ивантеевка,4,20,2,64.29,24166611.0,2024,Новостройка,-1,-1,-1,-1,-1,"22,2 м²","19,9 м²","2,85 м",Даниловский,Автозаводская ,Тульская
Ивантеевка,12,17,2,71.0,17900000.0,2022,Вторичка,-1,Многоуровневая,-1,-1,-1,40 м²,17 м²,3 м,, Никитина,Рассказовка
Ивантеевка,7,13,2,36.33,12415768.0,2027,Новостройка,-1,-1,-1,-1,Черновая,-1,-1,"2,85 м",,,
Ивантеевка,9,12,2,99.0,96750000.0,-1,Вторичка / Апартаменты,-1,-1,-1,-1,-1,-1,10 м²,-1,Тверской,2-я Брестская ,Маяковская
Ивантеевка,9,27,2,69.4,32340400.0,2026,Новостройка,-1,Подземная,Монолитно-кирпичный,-1,"Без отделки, чистовая",44 м²,"9,7 м²","3,25 м",Басманный, Фридриха Энгельса,Бауманская
Ивантеевка,2,20,2,49.18,12718487.0,2026,Новостройка,-1,-1,"Монолитно-кирпичный, кирпичный",-1,"Без отделки, предчистовая",-1,-1,"3,15 м",,,
Ивантеевка,6,7,2,96.0,260000000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,10 м²,-1,Хамовники, Льва Толстого,Парк Культуры
Ивантеевка,1,8,2,48.3,8650000.0,1967,Вторичка,-1,Наземная,-1,-1,-1,"30,5 м²","6,3 м²","2,5 м",Кировский, Лени Голикова,Проспект Ветеранов
Ивантеевка,2,17,2,44.2,18011500.0,2026,Новостройка,-1,-1,-1,-1,Чистовая,"22,1 м²","10,5 м²","2,72 м",Адлерский,,
Ивантеевка,8,29,2,69.1,31095000.0,-1,Вторичка,-1,Подземная,-1,-1,-1,-1,"28,7 м²",-1,Якиманка,Мытная ,Шаболовская
Ивантеевка,4,16,2,37.0,19000000.0,1977,Вторичка,1 лоджия,-1,-1,-1,-1,20 м²,10 м²,"2,7 м",Пресненский,Красногвардейский бульвар,Москва-Сити
Ивантеевка,13,22,2,60.6,21399999.0,2010,Вторичка,1 балкон,-1,-1,-1,-1,-1,"10,4 м²",-1,Левобережный,Фестивальная ,Речной вокзал
Ивантеевка,2,9,2,73.9,25839000.0,2025,Новостройка,-1,-1,-1,-1,Без отделки,"29,1 м²","19,9 м²","3,59 м",Центр, Михаила Ананьева,Динамо
Ивантеевка,3,8,2,57.0,46900000.0,1940,Вторичка,-1,Открытая,-1,-1,-1,40 м²,5 м²,3 м,Тверской,Тверская ,Пушкинская
Ивантеевка,5,22,2,62.7,14721000.0,2027,Новостройка,-1,-1,Монолитно-кирпичный,-1,Без отделки,"22,1 м²","21,4 м²","2,87 м",Первомайский,Кизлярская ,
Ивантеевка,4,8,2,64.0,39900000.0,-1,Вторичка,-1,Открытая,-1,-1,-1,39 м²,10 м²,-1,Тверской,Благовещенский переулок,Маяковская
Ивантеевка,2,59,2,31.1,,2028,Новостройка,-1,-1,Монолитно-кирпичный,-1,Предчистовая,"15,7 м²",-1,"2,85 м",Можайский,,Давыдково
Ивантеевка,5,8,2,82.8,17388000.0,2022,Новостройка,-1,-1,Монолитно-кирпичный,-1,Черновая,-1,-1,"3,04 м",Ленинский,площадь Ленина,
Ивантеевка,6,9,2,66.0,42400000.0,2022,Вторичка,-1,-1,-1,-1,-1,"27,2 м²","20,7 м²",3 м,Даниловский,проспект Лихачева,Технопарк
Ивантеевка,14,28,2,67.0,30000000.0,2021,Вторичка,1 лоджия,Подземная,-1,-1,-1,29 м²,19 м²,3 м,Можайский,переулок 2-й Петра Алексеева,Рабочий посёлок
Ивантеевка,3,3,2,39.5,4400000.0,1971,Вторичка,1 балкон,-1,-1,-1,-1,28 м²,6 м²,"2,7 м",,,
Ивантеевка,14,16,2,41.0,4900000.0,2023,Вторичка,1 балкон,Наземная,-1,-1,-1,10 м²,20 м²,"2,7 м",Ленинский,Волховская ,Площадь Маркса
Ивантеевка,4,7,2,115.7,314343709.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,"15,3 м²","3,5 м",Хамовники, Ефремова,Фрунзенская
Ивантеевка,5,5,2,48.3,3400000.0,1985,Вторичка,1 балкон,Наземная,-1,-1,-1,"32,7 м²","6,1 м²","2,56 м",Боровск,Фабричный переулок,
Ивантеевка,5,14,2,67.2,14800000.0,2008,Вторичка,1 лоджия,-1,-1,-1,-1,25 м²,22 м²,"2,7 м",Приморский,Богатырский проспект,Комендантский проспект
Ивантеевка,5,8,2,122.1,154578600.0,2023,Новостройка,-1,Подземная,-1,-1,Неизвестно,-1,-1,"3,2 м",Таганский,Тессинский переулок,Китай-город
Ивантеевка,14,16,2,70.53,14706563.0,2025,Новостройка,1 лоджия,Подземная,-1,-1,Без отделки,"35,2 м²","20,7 м²",-1,Василеостровский,бульвар Александра Грина,Приморская
Ивантеевка,2,8,3,133.1,58564000.0,2015,Новостройка / Апартаменты,-1,Подземная,-1,-1,Чистовая,"84,7 м²",-1,3 м,,,
Ивантеевка,2,31,3,72.9,14590000.0,2025,Новостройка,-1,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",33 м²,"16,7 м²","2,72 м",Центр,Центральный жилрайон,Динамо
Ивантеевка,3,18,3,79.7,8288800.0,2025,Новостройка,-1,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","40,6 м²","16,2 м²","2,72 м",,,
Ивантеевка,9,21,3,117.0,115000000.0,2023,Вторичка,4 балкона,Подземная,-1,-1,-1,-1,10 м²,"3,2 м",Пресненский,2-я Звенигородская ,Улица 1905 года
Ивантеевка,4,20,3,103.7,40291971.0,2024,Новостройка,-1,-1,Монолитно-кирпичный,-1,Без отделки,"35,2 м²","25,5 м²","3,2 м",Филевский парк,Береговой проезд,Фили
Ивантеевка,3,11,3,110.4,99000000.0,2012,Вторичка,-1,Подземная,-1,-1,-1,-1,20 м²,"3,3 м",Тверской, Фадеева,Новослободская
Ивантеевка,6,13,3,75.37,41550880.0,2024,Новостройка,-1,Подземная,Монолитный,-1,"Без отделки, чистовая",-1,"11,9 м²","3,05 м",Южнопортовый,,Дубровка
Ивантеевка,4,8,3,74.96,36730400.0,2024,Новостройка / Апартаменты,2 балкона,-1,-1,-1,Под ключ,-1,15 м²,-1,Хостинский, Володарского,
Ивантеевка,9,12,3,115.1,,2023,Новостройка,-1,-1,-1,-1,Неизвестно,"48,4 м²",28 м²,"2,85 м",Приморский,Белоостровская ,Лесная
Ивантеевка,5,9,3,117.0,65500000.0,2013,Вторичка / Апартаменты,-1,-1,-1,-1,-1,-1,25 м²,3 м,Тверской,Большой Каретный переулок,Цветной бульвар
Ивантеевка,7,8,3,82.0,33900000.0,1960,Вторичка,"1 лоджия, 1 балкон",-1,-1,-1,-1,-1,12 м²,3 м,Алексеевский, Космонавтов,ВДНХ
Ивантеевка,14,22,3,112.0,68000000.0,2017,Вторичка,2 лоджии,Подземная,-1,-1,-1,55 м²,"12,4 м²","3,1 м",Хорошево-Мневники,Живописная ,Серебряный Бор
Ивантеевка,1,10,3,118.8,166320000.0,2024,Новостройка,-1,-1,Монолитный,-1,Чистовая,-1,-1,"4,6 м",Дорогомилово,,Поклонная
Ивантеевка,3,40,3,70.8,29900000.0,2023,Вторичка,-1,-1,-1,-1,-1,"32,6 м²","23,9 м²",-1,Даниловский,бульвар Братьев Весниных,ЗИЛ
Котельники,4,21,1,51.13,6478171,2025,Новостройка / Апартаменты,1 лоджия,-1,-1,-1,Без отделки,"29,5 м²",10 м²,"2,84 м",мкр. ХБК,Уральская ,
Котельники,5,24,1,39.1,19800000,2005,Вторичка,-1,-1,-1,-1,-1,-1,12 м²,-1,Фили-Давыдково, Герасима Курина,Славянский бульвар
Котельники,17,25,1,41.9,6300000,2013,Вторичка,1 лоджия,Наземная,-1,-1,-1,-1,"11,5 м²","2,8 м",,,Щёлковская
Котельники,2,12,1,20.9,10291160,2025,Новостройка,-1,-1,Монолитный,-1,"Без отделки, предчистовая, черновая, чистовая","10,9 м²",-1,3 м,Адлерский,,
Котельники,10,20,1,39.1,4887500,2022,Новостройка,-1,-1,Монолитно-кирпичный,-1,Предчистовая,-1,-1,"2,68 м",Прикубанский, Адмирала Крузенштерна,
Котельники,8,9,1,57.6,117936000,2023,Новостройка / Апартаменты,-1,Подземная,Монолитный,-1,"Без отделки, чистовая с мебелью",-1,-1,-1,Тверской,1-я Тверская-Ямская ,Маяковская
Котельники,2,5,1,65.7,24860880,2015,Новостройка / Апартаменты,-1,-1,-1,-1,Чистовая,"46,9 м²",-1,-1,,,
Котельники,9,40,1,41.5,32000000,-1,Вторичка,-1,-1,-1,-1,-1,"23,4 м²","4,9 м²",-1,Хорошевский,Ленинградский проспект,ЦСКА
Котельники,13,41,1,41.5,31000000,-1,Вторичка,-1,-1,-1,-1,-1,"23,4 м²","4,9 м²",-1,Хорошевский,Ленинградский проспект,Аэропорт
Котельники,2,20,1,25.04,10141200,2026,Новостройка,1 лоджия,-1,Монолитный,-1,"Предчистовая, чистовая","10,9 м²","4,4 м²",-1,,,
Котельники,3,20,1,59.0,61800000,2023,Новостройка,-1,Подземная,-1,-1,-1,39 м²,15 м²,3 м,Пресненский, Костикова,Улица 1905 года
Котельники,10,10,1,38.5,11280000,1994,Вторичка,1 лоджия,-1,-1,-1,-1,"20,7 м²","8,4 м²",-1,Выхино-Жулебино,Жулебинский бульвар,Лермонтовский проспект
Котельники,8,10,1,22.2,26140500,2025,Новостройка / Апартаменты,-1,-1,-1,-1,Без отделки,"15,5 м²",-1,-1,Адлерский,Адлер жилрайон,
Котельники,75,95,1,57.0,47000000,2017,Вторичка / Апартаменты,-1,Подземная,-1,-1,-1,37 м²,10 м²,3 м,Пресненский,набережная Пресненская,Деловой центр
Котельники,10,22,1,38.2,12600000,2005,Вторичка,1 балкон,Наземная,-1,-1,-1,19 м²,10 м²,"2,66 м",Солнцево,Производственная ,Солнцево
Котельники,9,9,1,34.4,4700000,1978,Вторичка,1 лоджия,-1,-1,-1,-1,-1,"5,7 м²",-1,Приволжский, Рихарда Зорге,Дубравная
Котельники,25,25,1,37.2,8027100,2023,Новостройка,-1,-1,Монолитно-кирпичный,-1,Предчистовая,"13,1 м²","14,3 м²","2,7 м",Чкаловский, 8 Марта,Чкаловская
Котельники,3,3,1,40.9,7362000,2024,Новостройка,-1,-1,-1,-1,Предчистовая,"12,5 м²","18,5 м²","2,7 м",Саки, Заводская,
Котельники,13,14,1,39.0,17600000,2011,Вторичка,1 лоджия,Наземная,-1,-1,-1,20 м²,8 м²,"2,75 м",Таганский,переулок Ковров,Москва-Товарная
Котельники,5,5,1,35.7,5750000,1976,Вторичка,1 балкон,Наземная,-1,-1,-1,"18,5 м²","7,2 м²","2,6 м",Невский,Октябрьская набережная,Ломоносовская
Котельники,2,13,1,39.7,11116000,2025,Новостройка / Апартаменты,1 лоджия,-1,-1,-1,Без отделки,-1,"5,1 м²",3 м,Алушта, Набережная,
Котельники,21,22,1,39.0,11300000,1985,Вторичка,-1,-1,-1,-1,-1,"19,1 м²",10 м²,-1,Братеево,Алма-Атинская ,Алма-Атинская
Котельники,3,3,1,56.6,6163000,2022,Вторичка,-1,-1,-1,-1,-1,-1,-1,-1,Советский, Владимирская,
Электросталь,2,2,2,42.2,3600000,1948,Вторичка,-1,Наземная,-1,-1,-1,26 м²,7 м²,"2,7 м",мкр. Центральный, Чернышевского,
Электросталь,5,5,2,45.2,4900000,1961,Вторичка,1 балкон,Наземная,-1,-1,-1,26 м²,6 м²,-1,мкр. Южный, Мира,
Электросталь,5,5,2,42.0,3900000,-1,Вторичка,1 балкон,-1,-1,-1,-1,30 м²,6 м²,-1,мкр. Центральный, 8 Марта,
Электросталь,15,17,2,65.7,9800000,-1,Вторичка,2 лоджии,-1,-1,-1,-1,30 м²,12 м²,-1,мкр. Юго-Западный, Ялагина,
Электросталь,6,12,2,67.0,9450000,2016,Вторичка,1 лоджия,-1,-1,-1,-1,35 м²,14 м²,"2,7 м",мкр. Восточный,Лесная ,
Электросталь,6,9,1,33.3,4950000,1971,Вторичка,1 лоджия,Наземная,-1,-1,-1,18 м²,"6,3 м²","2,6 м",мкр. Южный, Победы,
Электросталь,5,5,1,33.0,4450000,1977,Вторичка,1 балкон,Наземная,-1,-1,-1,18 м²,7 м²,-1,мкр. Юго-Западный,Западная ,
Электросталь,6,20,1,24.0,2700000,-1,Вторичка,-1,-1,-1,-1,-1,-1,-1,-1,мкр. Северный, Пушкина,
Электросталь,1,5,1,30.8,3250000,1959,Вторичка,-1,Наземная,-1,-1,-1,"18,5 м²",7 м²,-1,мкр. Северный,проспект Ленина,
Электросталь,2,14,1,35.0,4100000,-1,Вторичка,1 балкон,Наземная,-1,-1,-1,18 м²,8 м²,-1,мкр. Юго-Западный,Западная ,
Электросталь,4,4,1,30.3,3250000,1962,Вторичка,-1,Наземная,-1,-1,-1,18 м²,6 м²,"2,5 м",мкр. Северный,Первомайская ,
Электросталь,1,5,1,31.2,3700000,1953,Вторичка,-1,-1,-1,-1,-1,"17,2 м²",9 м²,-1,мкр. Северный, Пушкина,
Электросталь,3,14,1,35.0,4190000,1979,Вторичка,1 лоджия,Наземная,-1,-1,-1,-1,-1,"2,7 м",мкр. Восточный,Спортивная ,
Электросталь,14,17,1,36.0,4850000,2014,Вторичка,1 лоджия,Наземная,-1,-1,-1,17 м²,8 м²,"2,8 м",мкр. Восточный,Спортивная ,
Электросталь,2,9,1,37.0,4200000,-1,Вторичка,1 балкон,-1,-1,-1,-1,17 м²,10 м²,-1,мкр. Юго-Западный, Журавлева,
Электросталь,1,9,1,33.1,4650000,1985,Вторичка,1 лоджия,-1,-1,-1,-1,16 м²,7 м²,"2,6 м",мкр. Юго-Западный, Журавлева,
